Date,Open,Low,Close,Adj,Close,Volume
2011-07-01,1320.64,1341.01,1318.18,1339.67,1339.67,3796930000
2011-07-05,1339.59,1340.89,1334.3,1337.88,1337.88,3722320000
2011-07-06,1337.56,1340.94,1330.92,1339.22,1339.22,3564190000
2011-07-07,1339.62,1356.48,1339.62,1353.22,1353.22,4069530000
2011-07-08,1352.39,1352.39,1333.71,1343.8,1343.8,3594360000
2011-07-11,1343.31,1343.31,1316.42,1319.49,1319.49,3879130000
2011-07-12,1319.61,1327.17,1313.33,1313.64,1313.64,4227890000
2011-07-13,1314.45,1331.48,1314.45,1317.72,1317.72,4060080000
2011-07-14,1317.74,1326.88,1306.51,1308.87,1308.87,4358570000
2011-07-15,1308.87,1317.7,1307.52,1316.14,1316.14,4242760000
2011-07-18,1315.94,1315.94,1295.92,1305.44,1305.44,4118160000
2011-07-19,1307.07,1328.14,1307.07,1326.73,1326.73,4304600000
2011-07-20,1328.66,1330.43,1323.65,1325.84,1325.84,3767420000
2011-07-21,1325.65,1347,1325.65,1343.8,1343.8,4837430000
2011-07-22,1343.8,1346.1,1336.95,1345.02,1345.02,3522830000
2011-07-25,1344.32,1344.32,1331.09,1337.43,1337.43,3536890000
2011-07-26,1337.39,1338.51,1329.59,1331.94,1331.94,4007050000
2011-07-27,1331.91,1331.91,1303.49,1304.89,1304.89,3479040000
2011-07-28,1304.84,1316.32,1299.16,1300.67,1300.67,4951800000
2011-07-29,1300.12,1304.16,1282.86,1292.28,1292.28,5061190000
2011-08-01,1292.59,1307.38,1274.73,1286.94,1286.94,4967390000
2011-08-02,1286.56,1286.56,1254.03,1254.05,1254.05,5206290000
2011-08-03,1254.25,1261.2,1234.56,1260.34,1260.34,6446940000
2011-08-04,1260.23,1260.23,1199.54,1200.07,1200.07,4266530000
2011-08-05,1200.28,1218.11,1168.09,1199.38,1199.38,5454590000
2011-08-08,1198.48,1198.48,1119.28,1119.46,1119.46,2615150000
2011-08-09,1120.23,1172.88,1101.54,1172.53,1172.53,2366660000
2011-08-10,1171.77,1171.77,1118.01,1120.76,1120.76,5018070000
2011-08-11,1121.3,1186.29,1121.3,1172.64,1172.64,3685050000
2011-08-12,1172.87,1189.04,1170.74,1178.81,1178.81,5640380000
2011-08-15,1178.86,1204.49,1178.86,1204.49,1204.49,4272850000
2011-08-16,1204.22,1204.22,1180.53,1192.76,1192.76,5071600000
2011-08-17,1192.89,1208.47,1184.36,1193.89,1193.89,4388340000
2011-08-18,1189.62,1189.62,1131.03,1140.65,1140.65,3234810000
2011-08-19,1140.47,1154.54,1122.05,1123.53,1123.53,5167560000
2011-08-22,1123.55,1145.49,1121.09,1123.82,1123.82,5436260000
2011-08-23,1124.36,1162.35,1124.36,1162.35,1162.35,5013170000
2011-08-24,1162.16,1178.56,1156.3,1177.6,1177.6,5315310000
2011-08-25,1176.69,1190.68,1155.47,1159.27,1159.27,5748420000
2011-08-26,1158.85,1181.23,1135.91,1176.8,1176.8,5035320000
2011-08-29,1177.91,1210.28,1177.91,1210.08,1210.08,4228070000
2011-08-30,1209.76,1220.1,1195.77,1212.92,1212.92,4572570000
2011-08-31,1213,1230.71,1209.35,1218.89,1218.89,5267840000
2011-09-01,1219.12,1229.29,1203.85,1204.42,1204.42,4780410000
2011-09-02,1203.9,1203.9,1170.56,1173.97,1173.97,4401740000
2011-09-06,1173.97,1173.97,1140.13,1165.24,1165.24,5103980000
2011-09-07,1165.85,1198.62,1165.85,1198.62,1198.62,4441040000
