Date,Open,Low,Close,Adj,Close,Volume
2010-04-01,10857.31,10956.39,10857.31,10927.07,10927.07,159520000
2010-04-05,10927.45,10988.06,10923.97,10973.55,10973.55,139480000
2010-04-06,10972.49,10987.38,10927.52,10969.99,10969.99,159960000
2010-04-07,10961.95,10962.66,10845.45,10897.52,10897.52,187000000
2010-04-08,10896.99,10949.36,10844.09,10927.07,10927.07,158930000
2010-04-09,10926.92,11000.98,10926.92,10997.35,10997.35,150660000
2010-04-12,10996.75,11029.77,10992.21,11005.97,11005.97,153960000
2010-04-13,11006.72,11038.92,10947.77,11019.42,11019.42,183950000
2010-04-14,11020.7,11125.22,11020.63,11123.11,11123.11,223920000
2010-04-15,11122.96,11154.55,11096.2,11144.57,11144.57,203720000
2010-04-16,11143.66,11153.79,10973.92,11018.66,11018.66,373950000
2010-04-19,11018.36,11095.3,10977.85,11092.05,11092.05,214850000
2010-04-20,11093.11,11146.08,11081.47,11117.06,11117.06,175170000
2010-04-21,11116.91,11153.72,11071.34,11124.92,11124.92,188880000
2010-04-22,11119.78,11149.86,11016.4,11134.29,11134.29,214700000
2010-04-23,11132.18,11205.64,11105.65,11204.28,11204.28,207380000
2010-04-26,11205.11,11258.01,11187.65,11205.03,11205.03,191920000
2010-04-27,11203.67,11218.86,10973.17,10991.99,10991.99,263400000
2010-04-28,10988.87,11078.52,10965.38,11045.27,11045.27,236760000
2010-04-29,11045.64,11197.32,11041.64,11167.32,11167.32,194310000
2010-04-30,11168.23,11197.93,10999.69,11008.61,11008.61,255130000
2010-05-03,11009.6,11177.67,11009.6,11151.83,11151.83,178080000
2010-05-04,11149.48,11149.48,10869.25,10926.77,10926.77,242100000
2010-05-05,10918.4,10946.79,10814.84,10866.83,10866.83,218830000
2010-05-06,10868.12,10879.76,9869.62,10520.32,10520.32,459890000
2010-05-07,10519.42,10579.12,10241.23,10380.43,10380.43,428730000
2010-05-10,10386.18,10835.17,10386.03,10785.14,10785.14,313350000
2010-05-11,10780,10874.54,10685.38,10748.26,10748.26,223950000
2010-05-12,10742.15,10909.08,10742.15,10896.91,10896.91,196630000
2010-05-13,10896.61,10920.27,10771.69,10782.95,10782.95,201480000
2010-05-14,10780.68,10780.75,10537.25,10620.16,10620.16,256500000
2010-05-17,10616.98,10660.97,10436.06,10625.83,10625.83,221910000
2010-05-18,10625.45,10718.86,10482.2,10510.95,10510.95,246370000
2010-05-19,10505.7,10522.52,10324.66,10444.37,10444.37,266340000
2010-05-20,10440.21,10440.21,10065.36,10068.01,10068.01,360350000
2010-05-21,10063.93,10198.53,9918.82,10193.39,10193.39,438220000
2010-05-24,10193.46,10196.41,10052.67,10066.57,10066.57,211430000
2010-05-25,10061.43,10061.66,9774.48,10043.75,10043.75,316960000
2010-05-26,10045.11,10179.03,9952.68,9974.45,9974.45,316080000
2010-05-27,9971.73,10264.2,9971.73,10258.99,10258.99,264770000
2010-05-28,10258,10258,10095.9,10136.63,10136.63,243720000
2010-06-01,10133.94,10218.33,10013.9,10024.02,10024.02,221900000
2010-06-02,10025.61,10254.22,10025.61,10249.54,10249.54,200850000
2010-06-03,10250.67,10315.21,10175.02,10255.28,10255.28,176870000
2010-06-04,10249.61,10249.69,9889.88,9931.97,9931.97,256600000
2010-06-07,9931.75,9982.38,9810.3,9816.49,9816.49,222940000
2010-06-08,9812.94,9953.66,9757.55,9939.98,9939.98,259680000
2010-06-09,9941.57,10065.14,9867.73,9899.25,9899.25,222680000
2010-06-10,9901.67,10185.83,9901.67,10172.53,10172.53,221730000
2010-06-11,10166.78,10215.98,10082.71,10211.07,10211.07,187890000
2010-06-14,10211.83,10328.67,10186.21,10190.89,10190.89,177920000
2010-06-15,10192.4,10408.32,10192.4,10404.77,10404.77,203170000
2010-06-16,10404.24,10429.03,10332.6,10409.46,10409.46,165700000
2010-06-17,10409.98,10441.2,10319.22,10434.17,10434.17,181070000
2010-06-18,10435,10483.44,10424.49,10450.64,10450.64,338010000
2010-06-21,10452.46,10594.16,10395.55,10442.41,10442.41,165190000
2010-06-22,10441.95,10493.57,10283.4,10293.52,10293.52,175750000
2010-06-23,10293.3,10368.04,10227.24,10298.44,10298.44,195100000
2010-06-24,10297.08,10298.06,10128.85,10152.8,10152.8,244440000
2010-06-25,10153.48,10202.91,10081.08,10143.81,10143.81,434500000
2010-06-28,10143.05,10201.93,10101.41,10138.52,10138.52,164100000
2010-06-29,10135.72,10135.8,9811.92,9870.3,9870.3,290500000
